"","X","id","submitter","authors","title","comments","journal.ref","doi","report.no","categories","license","abstract","versions","update_date","authors_parsed","v1_date"
"204",204,"0704.2184","Andreas von Kienlin","Giselher G. Lichti","Calibration of the GLAST Burst Monitor detectors","2 pages, 1 figure; to appear in the Proc. of the First Int. GLAST
  Symp. (Stanford, Feb. 5-8, 2007), eds. S.Ritz, P.F.Michelson, and C.Meegan,
  AIP Conf. Proc","AIP Conf.Proc.921:578-579,2007","10.1063/1.2757460","","astro-ph","","  The GLAST Burst Monitor (GBM) will augment the capabilities of GLAST for the
detection of cosmic gamma-ray bursts by extending the energy range (20 MeV to >
300 GeV) of the Large Area Telescope (LAT) towards lower energies by 2
BGO-detectors (150 keV to 30 MeV) and 12 NaI(Tl) detectors (10 keV to 1 MeV).
The physical detector response of the GBM instrument for GRBs is determined
with the help of Monte Carlo simulations, which are supported and verified by
on-ground calibration measurements, performed extensively with the individual
detectors at the MPE in 2005. All flight and spare detectors were irradiated
with calibrated radioactive sources in the laboratory (from 14 keV to 4.43
MeV). The energy/channel-relations, the dependences of energy resolution and
effective areas on the energy and the angular responses were measured. Due to
the low number of emission lines of radioactive sources below 100 keV,
calibration measurements in the energy range from 10 keV to 60 keV were
performed with the X-ray radiometry working group of the
Physikalisch-Technische Bundesanstalt (PTB) at the BESSY synchrotron radiation
facility, Berlin.
","[{'version': 'v1', 'created': 'Tue, 17 Apr 2007 15:46:00 GMT'}]","2009-06-23","[['von Kienlin', 'Andreas', ''], ['Bissaldi', 'Elisabetta', ''], ['Lichti', 'Giselher G.', ''], ['Steinle', 'Helmut', ''], ['Krumrey', 'Michael', ''], ['Gerlach', 'Martin', ''], ['Fishman', 'Gerald J.', ''], ['Meegan', 'Charles', ''], ['Bhat', 'Narayana', ''], ['Briggs', 'Michael S.', ''], ['Diehl', 'Roland', ''], ['Connaughton', 'Valerie', ''], ['Greiner', 'Jochen', ''], ['Kippen', 'R. Marc', ''], ['Kouveliotou', 'Chryssa', ''], ['Paciesas', 'William', ''], ['Preece', 'Robert', ''], ['Wilson-Hodge', 'Colleen', '']]","2007-04-17"
"205",205,"0704.2184","Andreas von Kienlin","Helmut
  Steinle","Calibration of the GLAST Burst Monitor detectors","2 pages, 1 figure; to appear in the Proc. of the First Int. GLAST
  Symp. (Stanford, Feb. 5-8, 2007), eds. S.Ritz, P.F.Michelson, and C.Meegan,
  AIP Conf. Proc","AIP Conf.Proc.921:578-579,2007","10.1063/1.2757460","","astro-ph","","  The GLAST Burst Monitor (GBM) will augment the capabilities of GLAST for the
detection of cosmic gamma-ray bursts by extending the energy range (20 MeV to >
300 GeV) of the Large Area Telescope (LAT) towards lower energies by 2
BGO-detectors (150 keV to 30 MeV) and 12 NaI(Tl) detectors (10 keV to 1 MeV).
The physical detector response of the GBM instrument for GRBs is determined
with the help of Monte Carlo simulations, which are supported and verified by
on-ground calibration measurements, performed extensively with the individual
detectors at the MPE in 2005. All flight and spare detectors were irradiated
with calibrated radioactive sources in the laboratory (from 14 keV to 4.43
MeV). The energy/channel-relations, the dependences of energy resolution and
effective areas on the energy and the angular responses were measured. Due to
the low number of emission lines of radioactive sources below 100 keV,
calibration measurements in the energy range from 10 keV to 60 keV were
performed with the X-ray radiometry working group of the
Physikalisch-Technische Bundesanstalt (PTB) at the BESSY synchrotron radiation
facility, Berlin.
","[{'version': 'v1', 'created': 'Tue, 17 Apr 2007 15:46:00 GMT'}]","2009-06-23","[['von Kienlin', 'Andreas', ''], ['Bissaldi', 'Elisabetta', ''], ['Lichti', 'Giselher G.', ''], ['Steinle', 'Helmut', ''], ['Krumrey', 'Michael', ''], ['Gerlach', 'Martin', ''], ['Fishman', 'Gerald J.', ''], ['Meegan', 'Charles', ''], ['Bhat', 'Narayana', ''], ['Briggs', 'Michael S.', ''], ['Diehl', 'Roland', ''], ['Connaughton', 'Valerie', ''], ['Greiner', 'Jochen', ''], ['Kippen', 'R. Marc', ''], ['Kouveliotou', 'Chryssa', ''], ['Paciesas', 'William', ''], ['Preece', 'Robert', ''], ['Wilson-Hodge', 'Colleen', '']]","2007-04-17"
"206",206,"0704.2184","Andreas von Kienlin","Michael Krumrey","Calibration of the GLAST Burst Monitor detectors","2 pages, 1 figure; to appear in the Proc. of the First Int. GLAST
  Symp. (Stanford, Feb. 5-8, 2007), eds. S.Ritz, P.F.Michelson, and C.Meegan,
  AIP Conf. Proc","AIP Conf.Proc.921:578-579,2007","10.1063/1.2757460","","astro-ph","","  The GLAST Burst Monitor (GBM) will augment the capabilities of GLAST for the
detection of cosmic gamma-ray bursts by extending the energy range (20 MeV to >
300 GeV) of the Large Area Telescope (LAT) towards lower energies by 2
BGO-detectors (150 keV to 30 MeV) and 12 NaI(Tl) detectors (10 keV to 1 MeV).
The physical detector response of the GBM instrument for GRBs is determined
with the help of Monte Carlo simulations, which are supported and verified by
on-ground calibration measurements, performed extensively with the individual
detectors at the MPE in 2005. All flight and spare detectors were irradiated
with calibrated radioactive sources in the laboratory (from 14 keV to 4.43
MeV). The energy/channel-relations, the dependences of energy resolution and
effective areas on the energy and the angular responses were measured. Due to
the low number of emission lines of radioactive sources below 100 keV,
calibration measurements in the energy range from 10 keV to 60 keV were
performed with the X-ray radiometry working group of the
Physikalisch-Technische Bundesanstalt (PTB) at the BESSY synchrotron radiation
facility, Berlin.
","[{'version': 'v1', 'created': 'Tue, 17 Apr 2007 15:46:00 GMT'}]","2009-06-23","[['von Kienlin', 'Andreas', ''], ['Bissaldi', 'Elisabetta', ''], ['Lichti', 'Giselher G.', ''], ['Steinle', 'Helmut', ''], ['Krumrey', 'Michael', ''], ['Gerlach', 'Martin', ''], ['Fishman', 'Gerald J.', ''], ['Meegan', 'Charles', ''], ['Bhat', 'Narayana', ''], ['Briggs', 'Michael S.', ''], ['Diehl', 'Roland', ''], ['Connaughton', 'Valerie', ''], ['Greiner', 'Jochen', ''], ['Kippen', 'R. Marc', ''], ['Kouveliotou', 'Chryssa', ''], ['Paciesas', 'William', ''], ['Preece', 'Robert', ''], ['Wilson-Hodge', 'Colleen', '']]","2007-04-17"
"207",207,"0704.2184","Andreas von Kienlin","Martin Gerlach","Calibration of the GLAST Burst Monitor detectors","2 pages, 1 figure; to appear in the Proc. of the First Int. GLAST
  Symp. (Stanford, Feb. 5-8, 2007), eds. S.Ritz, P.F.Michelson, and C.Meegan,
  AIP Conf. Proc","AIP Conf.Proc.921:578-579,2007","10.1063/1.2757460","","astro-ph","","  The GLAST Burst Monitor (GBM) will augment the capabilities of GLAST for the
detection of cosmic gamma-ray bursts by extending the energy range (20 MeV to >
300 GeV) of the Large Area Telescope (LAT) towards lower energies by 2
BGO-detectors (150 keV to 30 MeV) and 12 NaI(Tl) detectors (10 keV to 1 MeV).
The physical detector response of the GBM instrument for GRBs is determined
with the help of Monte Carlo simulations, which are supported and verified by
on-ground calibration measurements, performed extensively with the individual
detectors at the MPE in 2005. All flight and spare detectors were irradiated
with calibrated radioactive sources in the laboratory (from 14 keV to 4.43
MeV). The energy/channel-relations, the dependences of energy resolution and
effective areas on the energy and the angular responses were measured. Due to
the low number of emission lines of radioactive sources below 100 keV,
calibration measurements in the energy range from 10 keV to 60 keV were
performed with the X-ray radiometry working group of the
Physikalisch-Technische Bundesanstalt (PTB) at the BESSY synchrotron radiation
facility, Berlin.
","[{'version': 'v1', 'created': 'Tue, 17 Apr 2007 15:46:00 GMT'}]","2009-06-23","[['von Kienlin', 'Andreas', ''], ['Bissaldi', 'Elisabetta', ''], ['Lichti', 'Giselher G.', ''], ['Steinle', 'Helmut', ''], ['Krumrey', 'Michael', ''], ['Gerlach', 'Martin', ''], ['Fishman', 'Gerald J.', ''], ['Meegan', 'Charles', ''], ['Bhat', 'Narayana', ''], ['Briggs', 'Michael S.', ''], ['Diehl', 'Roland', ''], ['Connaughton', 'Valerie', ''], ['Greiner', 'Jochen', ''], ['Kippen', 'R. Marc', ''], ['Kouveliotou', 'Chryssa', ''], ['Paciesas', 'William', ''], ['Preece', 'Robert', ''], ['Wilson-Hodge', 'Colleen', '']]","2007-04-17"
"208",208,"0704.2184","Andreas von Kienlin","Gerald J. Fishman","Calibration of the GLAST Burst Monitor detectors","2 pages, 1 figure; to appear in the Proc. of the First Int. GLAST
  Symp. (Stanford, Feb. 5-8, 2007), eds. S.Ritz, P.F.Michelson, and C.Meegan,
  AIP Conf. Proc","AIP Conf.Proc.921:578-579,2007","10.1063/1.2757460","","astro-ph","","  The GLAST Burst Monitor (GBM) will augment the capabilities of GLAST for the
detection of cosmic gamma-ray bursts by extending the energy range (20 MeV to >
300 GeV) of the Large Area Telescope (LAT) towards lower energies by 2
BGO-detectors (150 keV to 30 MeV) and 12 NaI(Tl) detectors (10 keV to 1 MeV).
The physical detector response of the GBM instrument for GRBs is determined
with the help of Monte Carlo simulations, which are supported and verified by
on-ground calibration measurements, performed extensively with the individual
detectors at the MPE in 2005. All flight and spare detectors were irradiated
with calibrated radioactive sources in the laboratory (from 14 keV to 4.43
MeV). The energy/channel-relations, the dependences of energy resolution and
effective areas on the energy and the angular responses were measured. Due to
the low number of emission lines of radioactive sources below 100 keV,
calibration measurements in the energy range from 10 keV to 60 keV were
performed with the X-ray radiometry working group of the
Physikalisch-Technische Bundesanstalt (PTB) at the BESSY synchrotron radiation
facility, Berlin.
","[{'version': 'v1', 'created': 'Tue, 17 Apr 2007 15:46:00 GMT'}]","2009-06-23","[['von Kienlin', 'Andreas', ''], ['Bissaldi', 'Elisabetta', ''], ['Lichti', 'Giselher G.', ''], ['Steinle', 'Helmut', ''], ['Krumrey', 'Michael', ''], ['Gerlach', 'Martin', ''], ['Fishman', 'Gerald J.', ''], ['Meegan', 'Charles', ''], ['Bhat', 'Narayana', ''], ['Briggs', 'Michael S.', ''], ['Diehl', 'Roland', ''], ['Connaughton', 'Valerie', ''], ['Greiner', 'Jochen', ''], ['Kippen', 'R. Marc', ''], ['Kouveliotou', 'Chryssa', ''], ['Paciesas', 'William', ''], ['Preece', 'Robert', ''], ['Wilson-Hodge', 'Colleen', '']]","2007-04-17"
"209",209,"0704.2184","Andreas von Kienlin","Charles Meegan","Calibration of the GLAST Burst Monitor detectors","2 pages, 1 figure; to appear in the Proc. of the First Int. GLAST
  Symp. (Stanford, Feb. 5-8, 2007), eds. S.Ritz, P.F.Michelson, and C.Meegan,
  AIP Conf. Proc","AIP Conf.Proc.921:578-579,2007","10.1063/1.2757460","","astro-ph","","  The GLAST Burst Monitor (GBM) will augment the capabilities of GLAST for the
detection of cosmic gamma-ray bursts by extending the energy range (20 MeV to >
300 GeV) of the Large Area Telescope (LAT) towards lower energies by 2
BGO-detectors (150 keV to 30 MeV) and 12 NaI(Tl) detectors (10 keV to 1 MeV).
The physical detector response of the GBM instrument for GRBs is determined
with the help of Monte Carlo simulations, which are supported and verified by
on-ground calibration measurements, performed extensively with the individual
detectors at the MPE in 2005. All flight and spare detectors were irradiated
with calibrated radioactive sources in the laboratory (from 14 keV to 4.43
MeV). The energy/channel-relations, the dependences of energy resolution and
effective areas on the energy and the angular responses were measured. Due to
the low number of emission lines of radioactive sources below 100 keV,
calibration measurements in the energy range from 10 keV to 60 keV were
performed with the X-ray radiometry working group of the
Physikalisch-Technische Bundesanstalt (PTB) at the BESSY synchrotron radiation
facility, Berlin.
","[{'version': 'v1', 'created': 'Tue, 17 Apr 2007 15:46:00 GMT'}]","2009-06-23","[['von Kienlin', 'Andreas', ''], ['Bissaldi', 'Elisabetta', ''], ['Lichti', 'Giselher G.', ''], ['Steinle', 'Helmut', ''], ['Krumrey', 'Michael', ''], ['Gerlach', 'Martin', ''], ['Fishman', 'Gerald J.', ''], ['Meegan', 'Charles', ''], ['Bhat', 'Narayana', ''], ['Briggs', 'Michael S.', ''], ['Diehl', 'Roland', ''], ['Connaughton', 'Valerie', ''], ['Greiner', 'Jochen', ''], ['Kippen', 'R. Marc', ''], ['Kouveliotou', 'Chryssa', ''], ['Paciesas', 'William', ''], ['Preece', 'Robert', ''], ['Wilson-Hodge', 'Colleen', '']]","2007-04-17"
"210",210,"0704.2184","Andreas von Kienlin","Narayana Bhat","Calibration of the GLAST Burst Monitor detectors","2 pages, 1 figure; to appear in the Proc. of the First Int. GLAST
  Symp. (Stanford, Feb. 5-8, 2007), eds. S.Ritz, P.F.Michelson, and C.Meegan,
  AIP Conf. Proc","AIP Conf.Proc.921:578-579,2007","10.1063/1.2757460","","astro-ph","","  The GLAST Burst Monitor (GBM) will augment the capabilities of GLAST for the
detection of cosmic gamma-ray bursts by extending the energy range (20 MeV to >
300 GeV) of the Large Area Telescope (LAT) towards lower energies by 2
BGO-detectors (150 keV to 30 MeV) and 12 NaI(Tl) detectors (10 keV to 1 MeV).
The physical detector response of the GBM instrument for GRBs is determined
with the help of Monte Carlo simulations, which are supported and verified by
on-ground calibration measurements, performed extensively with the individual
detectors at the MPE in 2005. All flight and spare detectors were irradiated
with calibrated radioactive sources in the laboratory (from 14 keV to 4.43
MeV). The energy/channel-relations, the dependences of energy resolution and
effective areas on the energy and the angular responses were measured. Due to
the low number of emission lines of radioactive sources below 100 keV,
calibration measurements in the energy range from 10 keV to 60 keV were
performed with the X-ray radiometry working group of the
Physikalisch-Technische Bundesanstalt (PTB) at the BESSY synchrotron radiation
facility, Berlin.
","[{'version': 'v1', 'created': 'Tue, 17 Apr 2007 15:46:00 GMT'}]","2009-06-23","[['von Kienlin', 'Andreas', ''], ['Bissaldi', 'Elisabetta', ''], ['Lichti', 'Giselher G.', ''], ['Steinle', 'Helmut', ''], ['Krumrey', 'Michael', ''], ['Gerlach', 'Martin', ''], ['Fishman', 'Gerald J.', ''], ['Meegan', 'Charles', ''], ['Bhat', 'Narayana', ''], ['Briggs', 'Michael S.', ''], ['Diehl', 'Roland', ''], ['Connaughton', 'Valerie', ''], ['Greiner', 'Jochen', ''], ['Kippen', 'R. Marc', ''], ['Kouveliotou', 'Chryssa', ''], ['Paciesas', 'William', ''], ['Preece', 'Robert', ''], ['Wilson-Hodge', 'Colleen', '']]","2007-04-17"
"211",211,"0704.2184","Andreas von Kienlin","Michael S. Briggs","Calibration of the GLAST Burst Monitor detectors","2 pages, 1 figure; to appear in the Proc. of the First Int. GLAST
  Symp. (Stanford, Feb. 5-8, 2007), eds. S.Ritz, P.F.Michelson, and C.Meegan,
  AIP Conf. Proc","AIP Conf.Proc.921:578-579,2007","10.1063/1.2757460","","astro-ph","","  The GLAST Burst Monitor (GBM) will augment the capabilities of GLAST for the
detection of cosmic gamma-ray bursts by extending the energy range (20 MeV to >
300 GeV) of the Large Area Telescope (LAT) towards lower energies by 2
BGO-detectors (150 keV to 30 MeV) and 12 NaI(Tl) detectors (10 keV to 1 MeV).
The physical detector response of the GBM instrument for GRBs is determined
with the help of Monte Carlo simulations, which are supported and verified by
on-ground calibration measurements, performed extensively with the individual
detectors at the MPE in 2005. All flight and spare detectors were irradiated
with calibrated radioactive sources in the laboratory (from 14 keV to 4.43
MeV). The energy/channel-relations, the dependences of energy resolution and
effective areas on the energy and the angular responses were measured. Due to
the low number of emission lines of radioactive sources below 100 keV,
calibration measurements in the energy range from 10 keV to 60 keV were
performed with the X-ray radiometry working group of the
Physikalisch-Technische Bundesanstalt (PTB) at the BESSY synchrotron radiation
facility, Berlin.
","[{'version': 'v1', 'created': 'Tue, 17 Apr 2007 15:46:00 GMT'}]","2009-06-23","[['von Kienlin', 'Andreas', ''], ['Bissaldi', 'Elisabetta', ''], ['Lichti', 'Giselher G.', ''], ['Steinle', 'Helmut', ''], ['Krumrey', 'Michael', ''], ['Gerlach', 'Martin', ''], ['Fishman', 'Gerald J.', ''], ['Meegan', 'Charles', ''], ['Bhat', 'Narayana', ''], ['Briggs', 'Michael S.', ''], ['Diehl', 'Roland', ''], ['Connaughton', 'Valerie', ''], ['Greiner', 'Jochen', ''], ['Kippen', 'R. Marc', ''], ['Kouveliotou', 'Chryssa', ''], ['Paciesas', 'William', ''], ['Preece', 'Robert', ''], ['Wilson-Hodge', 'Colleen', '']]","2007-04-17"
"212",212,"0704.2184","Andreas von Kienlin","Roland Diehl","Calibration of the GLAST Burst Monitor detectors","2 pages, 1 figure; to appear in the Proc. of the First Int. GLAST
  Symp. (Stanford, Feb. 5-8, 2007), eds. S.Ritz, P.F.Michelson, and C.Meegan,
  AIP Conf. Proc","AIP Conf.Proc.921:578-579,2007","10.1063/1.2757460","","astro-ph","","  The GLAST Burst Monitor (GBM) will augment the capabilities of GLAST for the
detection of cosmic gamma-ray bursts by extending the energy range (20 MeV to >
300 GeV) of the Large Area Telescope (LAT) towards lower energies by 2
BGO-detectors (150 keV to 30 MeV) and 12 NaI(Tl) detectors (10 keV to 1 MeV).
The physical detector response of the GBM instrument for GRBs is determined
with the help of Monte Carlo simulations, which are supported and verified by
on-ground calibration measurements, performed extensively with the individual
detectors at the MPE in 2005. All flight and spare detectors were irradiated
with calibrated radioactive sources in the laboratory (from 14 keV to 4.43
MeV). The energy/channel-relations, the dependences of energy resolution and
effective areas on the energy and the angular responses were measured. Due to
the low number of emission lines of radioactive sources below 100 keV,
calibration measurements in the energy range from 10 keV to 60 keV were
performed with the X-ray radiometry working group of the
Physikalisch-Technische Bundesanstalt (PTB) at the BESSY synchrotron radiation
facility, Berlin.
","[{'version': 'v1', 'created': 'Tue, 17 Apr 2007 15:46:00 GMT'}]","2009-06-23","[['von Kienlin', 'Andreas', ''], ['Bissaldi', 'Elisabetta', ''], ['Lichti', 'Giselher G.', ''], ['Steinle', 'Helmut', ''], ['Krumrey', 'Michael', ''], ['Gerlach', 'Martin', ''], ['Fishman', 'Gerald J.', ''], ['Meegan', 'Charles', ''], ['Bhat', 'Narayana', ''], ['Briggs', 'Michael S.', ''], ['Diehl', 'Roland', ''], ['Connaughton', 'Valerie', ''], ['Greiner', 'Jochen', ''], ['Kippen', 'R. Marc', ''], ['Kouveliotou', 'Chryssa', ''], ['Paciesas', 'William', ''], ['Preece', 'Robert', ''], ['Wilson-Hodge', 'Colleen', '']]","2007-04-17"
"213",213,"0704.2184","Andreas von Kienlin","Valerie Connaughton","Calibration of the GLAST Burst Monitor detectors","2 pages, 1 figure; to appear in the Proc. of the First Int. GLAST
  Symp. (Stanford, Feb. 5-8, 2007), eds. S.Ritz, P.F.Michelson, and C.Meegan,
  AIP Conf. Proc","AIP Conf.Proc.921:578-579,2007","10.1063/1.2757460","","astro-ph","","  The GLAST Burst Monitor (GBM) will augment the capabilities of GLAST for the
detection of cosmic gamma-ray bursts by extending the energy range (20 MeV to >
300 GeV) of the Large Area Telescope (LAT) towards lower energies by 2
BGO-detectors (150 keV to 30 MeV) and 12 NaI(Tl) detectors (10 keV to 1 MeV).
The physical detector response of the GBM instrument for GRBs is determined
with the help of Monte Carlo simulations, which are supported and verified by
on-ground calibration measurements, performed extensively with the individual
detectors at the MPE in 2005. All flight and spare detectors were irradiated
with calibrated radioactive sources in the laboratory (from 14 keV to 4.43
MeV). The energy/channel-relations, the dependences of energy resolution and
effective areas on the energy and the angular responses were measured. Due to
the low number of emission lines of radioactive sources below 100 keV,
calibration measurements in the energy range from 10 keV to 60 keV were
performed with the X-ray radiometry working group of the
Physikalisch-Technische Bundesanstalt (PTB) at the BESSY synchrotron radiation
facility, Berlin.
","[{'version': 'v1', 'created': 'Tue, 17 Apr 2007 15:46:00 GMT'}]","2009-06-23","[['von Kienlin', 'Andreas', ''], ['Bissaldi', 'Elisabetta', ''], ['Lichti', 'Giselher G.', ''], ['Steinle', 'Helmut', ''], ['Krumrey', 'Michael', ''], ['Gerlach', 'Martin', ''], ['Fishman', 'Gerald J.', ''], ['Meegan', 'Charles', ''], ['Bhat', 'Narayana', ''], ['Briggs', 'Michael S.', ''], ['Diehl', 'Roland', ''], ['Connaughton', 'Valerie', ''], ['Greiner', 'Jochen', ''], ['Kippen', 'R. Marc', ''], ['Kouveliotou', 'Chryssa', ''], ['Paciesas', 'William', ''], ['Preece', 'Robert', ''], ['Wilson-Hodge', 'Colleen', '']]","2007-04-17"
"214",214,"0704.2184","Andreas von Kienlin","Jochen
  Greiner","Calibration of the GLAST Burst Monitor detectors","2 pages, 1 figure; to appear in the Proc. of the First Int. GLAST
  Symp. (Stanford, Feb. 5-8, 2007), eds. S.Ritz, P.F.Michelson, and C.Meegan,
  AIP Conf. Proc","AIP Conf.Proc.921:578-579,2007","10.1063/1.2757460","","astro-ph","","  The GLAST Burst Monitor (GBM) will augment the capabilities of GLAST for the
detection of cosmic gamma-ray bursts by extending the energy range (20 MeV to >
300 GeV) of the Large Area Telescope (LAT) towards lower energies by 2
BGO-detectors (150 keV to 30 MeV) and 12 NaI(Tl) detectors (10 keV to 1 MeV).
The physical detector response of the GBM instrument for GRBs is determined
with the help of Monte Carlo simulations, which are supported and verified by
on-ground calibration measurements, performed extensively with the individual
detectors at the MPE in 2005. All flight and spare detectors were irradiated
with calibrated radioactive sources in the laboratory (from 14 keV to 4.43
MeV). The energy/channel-relations, the dependences of energy resolution and
effective areas on the energy and the angular responses were measured. Due to
the low number of emission lines of radioactive sources below 100 keV,
calibration measurements in the energy range from 10 keV to 60 keV were
performed with the X-ray radiometry working group of the
Physikalisch-Technische Bundesanstalt (PTB) at the BESSY synchrotron radiation
facility, Berlin.
","[{'version': 'v1', 'created': 'Tue, 17 Apr 2007 15:46:00 GMT'}]","2009-06-23","[['von Kienlin', 'Andreas', ''], ['Bissaldi', 'Elisabetta', ''], ['Lichti', 'Giselher G.', ''], ['Steinle', 'Helmut', ''], ['Krumrey', 'Michael', ''], ['Gerlach', 'Martin', ''], ['Fishman', 'Gerald J.', ''], ['Meegan', 'Charles', ''], ['Bhat', 'Narayana', ''], ['Briggs', 'Michael S.', ''], ['Diehl', 'Roland', ''], ['Connaughton', 'Valerie', ''], ['Greiner', 'Jochen', ''], ['Kippen', 'R. Marc', ''], ['Kouveliotou', 'Chryssa', ''], ['Paciesas', 'William', ''], ['Preece', 'Robert', ''], ['Wilson-Hodge', 'Colleen', '']]","2007-04-17"
"215",215,"0704.2184","Andreas von Kienlin","R. Marc Kippen","Calibration of the GLAST Burst Monitor detectors","2 pages, 1 figure; to appear in the Proc. of the First Int. GLAST
  Symp. (Stanford, Feb. 5-8, 2007), eds. S.Ritz, P.F.Michelson, and C.Meegan,
  AIP Conf. Proc","AIP Conf.Proc.921:578-579,2007","10.1063/1.2757460","","astro-ph","","  The GLAST Burst Monitor (GBM) will augment the capabilities of GLAST for the
detection of cosmic gamma-ray bursts by extending the energy range (20 MeV to >
300 GeV) of the Large Area Telescope (LAT) towards lower energies by 2
BGO-detectors (150 keV to 30 MeV) and 12 NaI(Tl) detectors (10 keV to 1 MeV).
The physical detector response of the GBM instrument for GRBs is determined
with the help of Monte Carlo simulations, which are supported and verified by
on-ground calibration measurements, performed extensively with the individual
detectors at the MPE in 2005. All flight and spare detectors were irradiated
with calibrated radioactive sources in the laboratory (from 14 keV to 4.43
MeV). The energy/channel-relations, the dependences of energy resolution and
effective areas on the energy and the angular responses were measured. Due to
the low number of emission lines of radioactive sources below 100 keV,
calibration measurements in the energy range from 10 keV to 60 keV were
performed with the X-ray radiometry working group of the
Physikalisch-Technische Bundesanstalt (PTB) at the BESSY synchrotron radiation
facility, Berlin.
","[{'version': 'v1', 'created': 'Tue, 17 Apr 2007 15:46:00 GMT'}]","2009-06-23","[['von Kienlin', 'Andreas', ''], ['Bissaldi', 'Elisabetta', ''], ['Lichti', 'Giselher G.', ''], ['Steinle', 'Helmut', ''], ['Krumrey', 'Michael', ''], ['Gerlach', 'Martin', ''], ['Fishman', 'Gerald J.', ''], ['Meegan', 'Charles', ''], ['Bhat', 'Narayana', ''], ['Briggs', 'Michael S.', ''], ['Diehl', 'Roland', ''], ['Connaughton', 'Valerie', ''], ['Greiner', 'Jochen', ''], ['Kippen', 'R. Marc', ''], ['Kouveliotou', 'Chryssa', ''], ['Paciesas', 'William', ''], ['Preece', 'Robert', ''], ['Wilson-Hodge', 'Colleen', '']]","2007-04-17"
"216",216,"0704.2184","Andreas von Kienlin","Chryssa Kouveliotou","Calibration of the GLAST Burst Monitor detectors","2 pages, 1 figure; to appear in the Proc. of the First Int. GLAST
  Symp. (Stanford, Feb. 5-8, 2007), eds. S.Ritz, P.F.Michelson, and C.Meegan,
  AIP Conf. Proc","AIP Conf.Proc.921:578-579,2007","10.1063/1.2757460","","astro-ph","","  The GLAST Burst Monitor (GBM) will augment the capabilities of GLAST for the
detection of cosmic gamma-ray bursts by extending the energy range (20 MeV to >
300 GeV) of the Large Area Telescope (LAT) towards lower energies by 2
BGO-detectors (150 keV to 30 MeV) and 12 NaI(Tl) detectors (10 keV to 1 MeV).
The physical detector response of the GBM instrument for GRBs is determined
with the help of Monte Carlo simulations, which are supported and verified by
on-ground calibration measurements, performed extensively with the individual
detectors at the MPE in 2005. All flight and spare detectors were irradiated
with calibrated radioactive sources in the laboratory (from 14 keV to 4.43
MeV). The energy/channel-relations, the dependences of energy resolution and
effective areas on the energy and the angular responses were measured. Due to
the low number of emission lines of radioactive sources below 100 keV,
calibration measurements in the energy range from 10 keV to 60 keV were
performed with the X-ray radiometry working group of the
Physikalisch-Technische Bundesanstalt (PTB) at the BESSY synchrotron radiation
facility, Berlin.
","[{'version': 'v1', 'created': 'Tue, 17 Apr 2007 15:46:00 GMT'}]","2009-06-23","[['von Kienlin', 'Andreas', ''], ['Bissaldi', 'Elisabetta', ''], ['Lichti', 'Giselher G.', ''], ['Steinle', 'Helmut', ''], ['Krumrey', 'Michael', ''], ['Gerlach', 'Martin', ''], ['Fishman', 'Gerald J.', ''], ['Meegan', 'Charles', ''], ['Bhat', 'Narayana', ''], ['Briggs', 'Michael S.', ''], ['Diehl', 'Roland', ''], ['Connaughton', 'Valerie', ''], ['Greiner', 'Jochen', ''], ['Kippen', 'R. Marc', ''], ['Kouveliotou', 'Chryssa', ''], ['Paciesas', 'William', ''], ['Preece', 'Robert', ''], ['Wilson-Hodge', 'Colleen', '']]","2007-04-17"
